<02:19:36.024>Start FDBS 
<02:19:36.325>FDBS; opened connection to oralv8a 
<02:19:37.569>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1, 'Sanama', 'Juergen', 'GB') 
<02:20:27.536>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1649, 'Fessi', 'Gianna', 'ID') 
<02:20:27.536>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1649, 'Fessi', 'Gianna', 'ID') 
<02:20:27.568>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1650, 'Mercury', 'Erdem', 'CMR') 
<02:20:27.568>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1650, 'Mercury', 'Erdem', 'CMR') 
<02:20:27.599>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1651, 'Nguentcheng', 'Kai', 'GB') 
<02:20:27.599>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1651, 'Nguentcheng', 'Kai', 'GB') 
<02:20:27.630>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1652, 'Hahn', 'Melanie', 'TUN') 
<02:20:27.630>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1652, 'Hahn', 'Melanie', 'TUN') 
<02:20:27.661>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1653, 'Reinel', 'Marcel', 'ID') 
<02:20:27.661>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1653, 'Reinel', 'Marcel', 'ID') 
<02:20:27.693>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1654, 'Harasty', 'Alexandre', 'I') 
<02:20:27.693>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1654, 'Harasty', 'Alexandre', 'I') 
<02:20:27.724>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1655, 'Paulheim', 'Sinan', 'D') 
<02:20:27.724>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1655, 'Paulheim', 'Sinan', 'D') 
<02:20:27.755>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1656, 'Lennox', 'Franz', 'GB') 
<02:20:27.755>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1656, 'Lennox', 'Franz', 'GB') 
<02:20:27.786>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1657, 'Richards', 'Juergen', 'CHN') 
<02:20:27.786>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1657, 'Richards', 'Juergen', 'CHN') 
<02:20:27.802>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1658, 'Harasty', 'Pascal', 'GB') 
<02:20:27.802>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1658, 'Harasty', 'Pascal', 'GB') 
<02:20:27.833>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1659, 'Heinz', 'Eros', 'D') 
<02:20:27.833>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1659, 'Heinz', 'Eros', 'D') 
<02:20:27.865>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1660, 'Ksaier', 'Patricia', 'ID') 
<02:20:27.865>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1660, 'Ksaier', 'Patricia', 'ID') 
<02:20:27.896>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1661, 'Hahn', 'Tao', 'I') 
<02:20:27.896>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1661, 'Hahn', 'Tao', 'I') 
<02:20:27.927>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1662, 'Hesse', 'Pascal', 'F') 
<02:20:27.927>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1662, 'Hesse', 'Pascal', 'F') 
<02:20:27.958>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1663, 'Helmke', 'Benedikt', 'I') 
<02:20:27.958>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1663, 'Helmke', 'Benedikt', 'I') 
<02:20:27.990>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1664, 'Gannouni', 'Phil', 'TUN') 
<02:20:27.990>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1664, 'Gannouni', 'Phil', 'TUN') 
<02:20:28.021>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1665, 'Militz', 'Gianna', 'GB') 
<02:20:28.021>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1665, 'Militz', 'Gianna', 'GB') 
<02:20:28.052>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1666, 'Richards', 'Stefan', 'USA') 
<02:20:28.052>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1666, 'Richards', 'Stefan', 'USA') 
<02:20:28.068>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1667, 'Lennox', 'Patrik', 'CMR') 
<02:20:28.068>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1667, 'Lennox', 'Patrik', 'CMR') 
<02:20:28.099>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1668, 'Stock', 'Markus', 'CMR') 
<02:20:28.099>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1668, 'Stock', 'Markus', 'CMR') 
<02:20:28.130>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1669, 'Saseno', 'Daniel', 'CMR') 
<02:20:28.130>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1669, 'Saseno', 'Daniel', 'CMR') 
<02:20:28.171>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1670, 'Turner', 'Juergen', 'I') 
<02:20:28.171>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1670, 'Turner', 'Juergen', 'I') 
<02:20:28.201>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1671, 'Bostanci', 'Hichem', 'TUN') 
<02:20:28.202>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1671, 'Bostanci', 'Hichem', 'TUN') 
<02:20:28.214>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1672, 'Tobert', 'Ilkem', 'CHN') 
<02:20:28.214>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1672, 'Tobert', 'Ilkem', 'CHN') 
<02:20:28.261>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1673, 'Lied', 'Elton', 'CHN') 
<02:20:28.261>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1673, 'Lied', 'Elton', 'CHN') 
<02:20:28.292>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1674, 'Mercury', 'Simon', 'F') 
<02:20:28.292>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1674, 'Mercury', 'Simon', 'F') 
<02:20:28.307>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1675, 'Kouada', 'Gianna', 'I') 
<02:20:28.307>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1675, 'Kouada', 'Gianna', 'I') 
<02:20:28.339>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1676, 'Lamps', 'Rene', 'CHN') 
<02:20:28.339>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1676, 'Lamps', 'Rene', 'CHN') 
<02:20:28.374>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1677, 'Burhenne', 'Annie', 'TUN') 
<02:20:28.374>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1677, 'Burhenne', 'Annie', 'TUN') 
<02:20:28.405>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1678, 'Harasty', 'Hueseyin', 'USA') 
<02:20:28.405>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1678, 'Harasty', 'Hueseyin', 'USA') 
<02:20:28.436>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1679, 'Knabe', 'Annika', 'ID') 
<02:20:28.436>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1679, 'Knabe', 'Annika', 'ID') 
<02:20:28.467>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1680, 'Kaas', 'Bob', 'USA') 
<02:20:28.467>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1680, 'Kaas', 'Bob', 'USA') 
<02:20:28.499>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1681, 'Ksaier', 'Guildo', 'F') 
<02:20:28.499>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1681, 'Ksaier', 'Guildo', 'F') 
<02:20:28.530>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1682, 'Gannouni', 'Bjoern', 'CMR') 
<02:20:28.530>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1682, 'Gannouni', 'Bjoern', 'CMR') 
<02:20:28.545>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1683, 'Stock', 'Jan', 'TUN') 
<02:20:28.545>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1683, 'Stock', 'Jan', 'TUN') 
<02:20:28.577>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1684, 'Mahr', 'Annika', 'USA') 
<02:20:28.577>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1684, 'Mahr', 'Annika', 'USA') 
<02:20:28.608>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1685, 'Bush', 'Gianna', 'ID') 
<02:20:28.608>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1685, 'Bush', 'Gianna', 'ID') 
<02:20:28.639>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1686, 'Dehler', 'Lukas', 'USA') 
<02:20:28.639>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1686, 'Dehler', 'Lukas', 'USA') 
<02:20:28.670>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1687, 'Gannouni', 'Eros', 'CMR') 
<02:20:28.670>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1687, 'Gannouni', 'Eros', 'CMR') 
<02:20:28.702>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1688, 'Maiwald', 'Alexandre', 'CMR') 
<02:20:28.702>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1688, 'Maiwald', 'Alexandre', 'CMR') 
<02:20:28.717>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1689, 'Fessi', 'Aymen', 'CMR') 
<02:20:28.733>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1689, 'Fessi', 'Aymen', 'CMR') 
<02:20:28.749>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1690, 'Kaas', 'Sascha', 'D') 
<02:20:28.749>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1690, 'Kaas', 'Sascha', 'D') 
<02:20:28.780>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1691, 'Burhenne', 'Aymen', 'USA') 
<02:20:28.780>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1691, 'Burhenne', 'Aymen', 'USA') 
<02:20:28.811>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1692, 'Hohmeyer', 'Andre', 'D') 
<02:20:28.811>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1692, 'Hohmeyer', 'Andre', 'D') 
<02:20:28.842>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1693, 'Burhenne', 'null', 'GB') 
<02:20:28.842>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1693, 'Burhenne', 'null', 'GB') 
<02:20:28.858>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1694, 'Bailleu', 'Nico', 'TUN') 
<02:20:28.858>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1694, 'Bailleu', 'Nico', 'TUN') 
<02:20:28.889>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1695, 'Tobert', 'Martin', 'TUN') 
<02:20:28.889>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1695, 'Tobert', 'Martin', 'TUN') 
<02:20:28.920>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1696, 'Maiwald', 'Mario', 'CMR') 
<02:20:28.920>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1696, 'Maiwald', 'Mario', 'CMR') 
<02:20:28.952>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1697, 'Miosga', 'Donald', 'TUN') 
<02:20:28.952>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1697, 'Miosga', 'Donald', 'TUN') 
<02:20:28.983>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1698, 'Sting', 'Melanie', 'D') 
<02:20:28.983>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1698, 'Sting', 'Melanie', 'D') 
<02:20:29.016>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1699, 'Klomann', 'Simon', 'ID') 
<02:20:29.016>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1699, 'Klomann', 'Simon', 'ID') 
<02:20:29.047>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1700, 'Bostanci', 'Rudi', 'F') 
<02:20:29.047>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1700, 'Bostanci', 'Rudi', 'F') 
<02:20:29.078>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1701, 'John', 'Martin', 'CHN') 
<02:20:29.078>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1701, 'John', 'Martin', 'CHN') 
<02:20:29.110>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1702, 'Heinz', 'Sinan', 'USA') 
<02:20:29.110>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1702, 'Heinz', 'Sinan', 'USA') 
<02:20:29.141>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1703, 'Reinel', 'Gaspard', 'CHN') 
<02:20:29.141>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1703, 'Reinel', 'Gaspard', 'CHN') 
<02:20:29.172>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1704, 'Turner', 'Patricia', 'CMR') 
<02:20:29.172>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1704, 'Turner', 'Patricia', 'CMR') 
<02:20:29.199>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1705, 'Mueller', 'Melanie', 'I') 
<02:20:29.199>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1705, 'Mueller', 'Melanie', 'I') 
<02:20:29.233>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1706, 'Militz', 'Benedikt', 'TUN') 
<02:20:29.233>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1706, 'Militz', 'Benedikt', 'TUN') 
<02:20:29.265>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1707, 'Tobert', 'Gerhard', 'F') 
<02:20:29.265>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1707, 'Tobert', 'Gerhard', 'F') 
<02:20:29.284>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1708, 'Horn', 'Eberhard', 'F') 
<02:20:29.284>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1708, 'Horn', 'Eberhard', 'F') 
<02:20:29.315>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1709, 'Gabriel', 'Michael', 'I') 
<02:20:29.315>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1709, 'Gabriel', 'Michael', 'I') 
<02:20:29.355>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1710, 'Pei', 'Mick', 'USA') 
<02:20:29.356>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1710, 'Pei', 'Mick', 'USA') 
<02:20:29.384>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1711, 'Bostanci', 'Bastian', 'GB') 
<02:20:29.384>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1711, 'Bostanci', 'Bastian', 'GB') 
<02:20:29.397>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1712, 'Hahn', 'Stefan', 'USA') 
<02:20:29.413>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1712, 'Hahn', 'Stefan', 'USA') 
<02:20:29.429>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1713, 'Helmke', 'Elton', 'CHN') 
<02:20:29.429>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1713, 'Helmke', 'Elton', 'CHN') 
<02:20:29.460>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1714, 'Gueclue', 'Elton', 'ID') 
<02:20:29.460>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1714, 'Gueclue', 'Elton', 'ID') 
<02:20:29.491>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1715, 'Helmke', 'Juergen', 'ID') 
<02:20:29.491>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1715, 'Helmke', 'Juergen', 'ID') 
<02:20:29.522>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1716, 'Knabe', 'Mario', 'D') 
<02:20:29.522>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1716, 'Knabe', 'Mario', 'D') 
<02:20:29.554>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1717, 'Maiwald', 'Sarah', 'D') 
<02:20:29.554>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1717, 'Maiwald', 'Sarah', 'D') 
<02:20:29.585>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1718, 'Ramazotti', 'Gaspard', 'I') 
<02:20:29.585>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1718, 'Ramazotti', 'Gaspard', 'I') 
<02:20:29.616>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1719, 'Tepel', 'Elton', 'GB') 
<02:20:29.616>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1719, 'Tepel', 'Elton', 'GB') 
<02:20:29.632>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1720, 'Nannini', 'Bastian', 'F') 
<02:20:29.632>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1720, 'Nannini', 'Bastian', 'F') 
<02:20:29.663>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1721, 'Militz', 'Gianna', 'TUN') 
<02:20:29.663>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1721, 'Militz', 'Gianna', 'TUN') 
<02:20:29.694>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1722, 'Stock', 'Florian', 'D') 
<02:20:29.694>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1722, 'Stock', 'Florian', 'D') 
<02:20:29.725>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1723, 'Richards', 'Benedikt', 'CMR') 
<02:20:29.725>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1723, 'Richards', 'Benedikt', 'CMR') 
<02:20:29.757>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1724, 'Turner', 'Markus', 'ID') 
<02:20:29.757>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1724, 'Turner', 'Markus', 'ID') 
<02:20:29.788>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1725, 'Lied', 'Bjoern', 'CMR') 
<02:20:29.788>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1725, 'Lied', 'Bjoern', 'CMR') 
<02:20:29.819>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1726, 'Meuer', 'Anreas', 'CHN') 
<02:20:29.819>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1726, 'Meuer', 'Anreas', 'CHN') 
<02:20:29.850>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1727, 'Hahn', 'Patrik', 'ID') 
<02:20:29.850>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1727, 'Hahn', 'Patrik', 'ID') 
<02:20:29.882>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1728, 'Reinel', 'Keith', 'D') 
<02:20:29.882>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1728, 'Reinel', 'Keith', 'D') 
<02:20:29.913>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1729, 'Niedeggen', 'Simon', 'CMR') 
<02:20:29.913>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1729, 'Niedeggen', 'Simon', 'CMR') 
<02:20:29.929>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1730, 'Ramazotti', 'Aymen', 'CHN') 
<02:20:29.929>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1730, 'Ramazotti', 'Aymen', 'CHN') 
<02:20:29.960>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1731, 'Knabe', 'Eberhard', 'ID') 
<02:20:29.960>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1731, 'Knabe', 'Eberhard', 'ID') 
<02:20:29.991>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1732, 'Pei', 'Ilkem', 'CHN') 
<02:20:29.991>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1732, 'Pei', 'Ilkem', 'CHN') 
<02:20:30.022>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1733, 'Mercury', 'Donald', 'TUN') 
<02:20:30.038>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1733, 'Mercury', 'Donald', 'TUN') 
<02:20:30.054>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1734, 'Reinel', 'Keith', 'ID') 
<02:20:30.054>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1734, 'Reinel', 'Keith', 'ID') 
<02:20:30.085>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1735, 'Ruppel', 'Florian', 'ID') 
<02:20:30.085>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1735, 'Ruppel', 'Florian', 'ID') 
<02:20:30.116>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1736, 'Nguentcheng', 'Aymen', 'CMR') 
<02:20:30.116>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1736, 'Nguentcheng', 'Aymen', 'CMR') 
<02:20:30.155>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1737, 'Turner', 'Daniel', 'GB') 
<02:20:30.157>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1737, 'Turner', 'Daniel', 'GB') 
<02:20:30.187>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1738, 'John', 'Freddie', 'GB') 
<02:20:30.187>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1738, 'John', 'Freddie', 'GB') 
<02:20:30.214>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1739, 'Turner', 'Andre', 'ID') 
<02:20:30.214>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1739, 'Turner', 'Andre', 'ID') 
<02:20:30.229>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1740, 'Mercury', 'Christian', 'D') 
<02:20:30.229>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1740, 'Mercury', 'Christian', 'D') 
<02:20:30.271>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1741, 'Kaas', 'Patrik', 'ID') 
<02:20:30.272>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1741, 'Kaas', 'Patrik', 'ID') 
<02:20:30.293>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1742, 'Bayer', 'Andre', 'D') 
<02:20:30.293>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1742, 'Bayer', 'Andre', 'D') 
<02:20:30.324>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1743, 'Jagger', 'Gianna', 'GB') 
<02:20:30.324>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1743, 'Jagger', 'Gianna', 'GB') 
<02:20:30.340>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1744, 'Bailleu', 'Lukas', 'ID') 
<02:20:30.355>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1744, 'Bailleu', 'Lukas', 'ID') 
<02:20:30.387>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1745, 'Sting', 'Jan', 'USA') 
<02:20:30.387>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1745, 'Sting', 'Jan', 'USA') 
<02:20:30.402>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1746, 'Hennecke', 'Gianna', 'TUN') 
<02:20:30.418>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1746, 'Hennecke', 'Gianna', 'TUN') 
<02:20:30.434>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1747, 'Nguentcheng', 'Rudi', 'D') 
<02:20:30.434>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1747, 'Nguentcheng', 'Rudi', 'D') 
<02:20:30.465>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1748, 'Nguentcheng', 'Bastian', 'F') 
<02:20:30.465>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1748, 'Nguentcheng', 'Bastian', 'F') 
<02:20:30.496>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1749, 'Horn', 'Elton', 'USA') 
<02:20:30.496>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1749, 'Horn', 'Elton', 'USA') 
<02:20:30.527>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1750, 'Schaefer', 'Daniel', 'ID') 
<02:20:30.527>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1750, 'Schaefer', 'Daniel', 'ID') 
<02:20:30.559>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1751, 'Hennecke', 'Sebastian', 'I') 
<02:20:30.559>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1751, 'Hennecke', 'Sebastian', 'I') 
<02:20:30.590>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1752, 'John', 'Melanie', 'CHN') 
<02:20:30.590>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1752, 'John', 'Melanie', 'CHN') 
<02:20:30.621>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1753, 'Kouada', 'Benedikt', 'CHN') 
<02:20:30.621>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1753, 'Kouada', 'Benedikt', 'CHN') 
<02:20:30.652>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1754, 'Fessi', 'Bob', 'ID') 
<02:20:30.652>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1754, 'Fessi', 'Bob', 'ID') 
<02:20:30.684>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1755, 'Bailleu', 'Christian', 'CHN') 
<02:20:30.684>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1755, 'Bailleu', 'Christian', 'CHN') 
<02:20:30.715>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1756, 'Dehler', 'Sinan', 'CMR') 
<02:20:30.715>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1756, 'Dehler', 'Sinan', 'CMR') 
<02:20:30.746>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1757, 'Hohmeyer', 'Hueseyin', 'TUN') 
<02:20:30.746>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1757, 'Hohmeyer', 'Hueseyin', 'TUN') 
<02:20:30.777>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1758, 'Gabriel', 'Stefan', 'F') 
<02:20:30.777>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1758, 'Gabriel', 'Stefan', 'F') 
<02:20:30.812>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1759, 'Lied', 'Rudi', 'CHN') 
<02:20:30.812>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1759, 'Lied', 'Rudi', 'CHN') 
<02:20:30.844>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1760, 'Turner', 'Christian', 'ID') 
<02:20:30.844>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (1760, 'Turner', 'Christian', 'ID') 
